,Brand,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car_Age
1478,Toyota,1.1,Hybrid,Manual,219779,Like New,87883.28,RAV4,2
1479,Tesla,4.2,Diesel,Automatic,141879,Used,88284.55,Model S,25
1480,Toyota,4.3,Hybrid,Automatic,10204,New,71574.06,Prius,25
1481,BMW,5.0,Electric,Automatic,223674,Like New,67293.83,X5,11
1482,Toyota,5.7,Hybrid,Automatic,189016,Like New,74700.4,Corolla,6
1483,Toyota,1.1,Electric,Automatic,102903,Used,39768.76,Prius,7
1484,BMW,1.8,Petrol,Automatic,299225,Like New,43429.33,X3,16
1485,Mercedes,5.4,Petrol,Automatic,256687,New,57601.95,E-Class,8
1486,Mercedes,3.3,Electric,Manual,34986,New,94112.67,C-Class,23
1487,BMW,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series,15
1488,Tesla,4.3,Hybrid,Automatic,39986,New,57343.98,Model S,11
1489,Audi,4.4,Diesel,Manual,91594,Like New,78189.24,A3,15
1490,Toyota,5.7,Hybrid,Manual,66151,New,40234.58,Camry,9
1491,Tesla,6.0,Petrol,Manual,290358,Like New,74394.34,Model S,9
1492,Toyota,4.6,Petrol,Manual,173620,Like New,44014.24,Prius,20
1493,Audi,2.4,Petrol,Manual,141753,Like New,31567.83,Q7,21
1494,Mercedes,5.4,Hybrid,Automatic,138056,New,62923.78,C-Class,18
1495,Tesla,1.2,Petrol,Manual,158651,Like New,70253.37,Model X,24
1496,Ford,2.2,Petrol,Automatic,234347,Like New,48632.89,Focus,10
1497,Ford,5.5,Petrol,Automatic,186005,Used,58722.57,Fiesta,6
1498,Ford,2.3,Petrol,Automatic,162553,Used,70936.28,Fiesta,2
1499,Mercedes,2.1,Diesel,Manual,944,Like New,77932.45,C-Class,14
1500,Mercedes,1.7,Petrol,Automatic,93993,Used,90079.29,GLC,20
1501,Audi,5.3,Petrol,Automatic,271258,Like New,38681.7,A3,25
1502,Toyota,3.5,Diesel,Automatic,214738,Used,95390.34,Camry,22
1503,Audi,4.4,Diesel,Automatic,208920,New,65541.58,A4,9
1504,Audi,2.2,Hybrid,Manual,256805,New,79831.68,A3,13
1505,Mercedes,4.8,Electric,Automatic,294740,Like New,71478.06,GLC,8
1506,Ford,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus,21
1507,Honda,2.6,Petrol,Automatic,269051,New,11786.65,Fit,2
1508,Toyota,3.1,Petrol,Automatic,255035,New,73997.21,Corolla,2
1509,Mercedes,2.0,Hybrid,Manual,159186,Used,53550.0,C-Class,23
1510,Ford,5.9,Petrol,Automatic,287153,Like New,71710.27,Explorer,15
1511,Tesla,4.2,Electric,Automatic,166797,New,50300.07,Model S,13
1512,Honda,5.7,Diesel,Automatic,281140,New,34662.28,Civic,22
1513,Honda,2.5,Hybrid,Automatic,290911,Like New,32076.7,Accord,12
1514,Mercedes,4.9,Diesel,Automatic,278491,Used,74400.55,GLC,4
1515,BMW,4.8,Petrol,Automatic,102063,Used,31294.11,X3,15
1516,Toyota,4.5,Petrol,Manual,24102,Used,72894.3,Prius,16
1517,Honda,5.8,Petrol,Automatic,4263,Used,41476.21,Civic,7
1518,Mercedes,3.0,Electric,Manual,67438,New,78235.35,GLC,8
1519,Mercedes,1.7,Electric,Manual,96359,Like New,18566.94,GLA,20
1520,Ford,4.4,Hybrid,Automatic,130251,Like New,24473.09,Mustang,11
1521,Tesla,4.6,Diesel,Manual,171915,New,70161.6,Model S,5
1522,BMW,3.9,Petrol,Automatic,27690,New,58221.96,X3,16
1523,Toyota,2.0,Petrol,Manual,2994,New,24368.44,Corolla,21
1524,Audi,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5,21
1525,Tesla,2.6,Petrol,Manual,67546,Like New,31214.69,Model 3,16
1526,Tesla,3.1,Electric,Manual,26467,Like New,45001.78,Model X,21
1527,Ford,4.2,Diesel,Automatic,246590,Used,24217.35,Explorer,23
1528,Honda,4.7,Diesel,Manual,131120,New,41862.62,Fit,3
1529,Honda,2.2,Hybrid,Manual,168050,New,51706.44,Fit,20
1530,Ford,3.0,Electric,Manual,73414,New,33048.47,Mustang,22
1531,Mercedes,2.3,Petrol,Manual,180294,Like New,78063.9,GLC,8
1532,Honda,2.0,Diesel,Manual,48115,New,42423.63,Fit,17
1533,BMW,4.9,Diesel,Automatic,40647,New,74303.45,3 Series,9
1534,Toyota,5.5,Electric,Manual,54607,Used,24671.86,Corolla,13
1535,Tesla,2.9,Hybrid,Manual,21996,Like New,40818.37,Model X,11
1536,Tesla,4.8,Hybrid,Automatic,83697,New,5765.54,Model S,6
1537,BMW,5.5,Petrol,Automatic,67764,Like New,77070.57,5 Series,9
1538,Honda,5.2,Hybrid,Automatic,239190,Like New,64459.23,CR-V,13
1539,Tesla,1.9,Diesel,Manual,8888,Like New,82693.22,Model Y,10
1540,Audi,5.8,Hybrid,Manual,219738,Used,48283.02,A3,4
1541,Toyota,2.9,Petrol,Manual,221432,Like New,80975.36,Prius,22
1542,Toyota,2.7,Diesel,Manual,279477,Like New,66520.34,Prius,21
1543,Tesla,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y,21
1544,Ford,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer,17
1545,Tesla,1.5,Electric,Manual,129686,Used,51919.68,Model Y,9
1546,Ford,2.2,Petrol,Manual,162217,New,63775.3,Fiesta,13
1547,Tesla,2.6,Hybrid,Manual,249602,Used,11231.13,Model 3,24
1548,Audi,5.0,Electric,Manual,249434,Used,71982.59,Q7,13
1549,Mercedes,5.4,Diesel,Automatic,180926,Like New,56635.93,GLC,4
1550,Toyota,2.5,Electric,Automatic,67664,Like New,54949.03,Prius,5
1551,Tesla,5.3,Electric,Manual,86153,New,32744.33,Model Y,3
1552,Audi,5.3,Hybrid,Automatic,93616,Used,61508.19,A4,7
1553,Ford,4.8,Hybrid,Manual,297429,Like New,7611.82,Fiesta,23
1554,Ford,1.7,Hybrid,Manual,256349,Like New,11146.53,Fiesta,16
1555,Toyota,4.5,Electric,Automatic,46996,Like New,74717.66,Corolla,24
1556,BMW,5.7,Diesel,Manual,128344,Like New,35579.68,5 Series,13
1557,Tesla,4.4,Petrol,Automatic,229685,New,37961.87,Model X,7
1558,Honda,2.7,Electric,Manual,128019,New,24796.59,CR-V,9
1559,Ford,3.5,Hybrid,Automatic,135024,Like New,47333.97,Fiesta,5
1560,Mercedes,4.2,Petrol,Manual,183273,Like New,9939.38,E-Class,12
1561,Mercedes,3.6,Diesel,Automatic,120454,Like New,33534.51,GLC,14
1562,Ford,1.6,Petrol,Manual,124444,Like New,55076.77,Fiesta,5
1563,BMW,2.6,Hybrid,Manual,153868,Like New,49235.03,3 Series,14
1564,BMW,5.0,Electric,Automatic,162818,Used,99968.62,3 Series,15
1565,Audi,5.3,Electric,Manual,15,Used,41932.64,Q5,19
1566,Mercedes,1.7,Hybrid,Automatic,157029,Used,41764.91,C-Class,22
1567,Audi,5.8,Electric,Automatic,81541,Used,52840.27,A4,7
1568,Mercedes,2.6,Hybrid,Manual,21292,Like New,23078.8,GLA,25
1569,Tesla,4.3,Electric,Manual,162948,Used,88248.92,Model S,2
1570,Tesla,4.8,Electric,Manual,191799,Used,59365.44,Model X,23
1571,Honda,5.1,Electric,Manual,47046,New,23250.23,Accord,13
1572,Tesla,5.7,Diesel,Automatic,14817,Used,80376.95,Model X,11
1573,Honda,2.6,Diesel,Manual,9759,Used,8261.56,Civic,24
1574,Tesla,5.3,Hybrid,Manual,179504,Like New,98343.6,Model 3,15
1575,Toyota,1.7,Diesel,Manual,268556,Used,87189.19,Camry,22
1576,Tesla,4.5,Hybrid,Automatic,282648,Used,60065.75,Model X,7
1577,Audi,4.7,Petrol,Manual,270651,Like New,15573.09,A4,9
1578,Ford,4.4,Petrol,Automatic,21050,Used,25450.91,Explorer,23
1579,Audi,2.3,Diesel,Manual,100153,Like New,31546.34,Q7,8
1580,Ford,5.4,Petrol,Automatic,275731,Used,27898.02,Fiesta,18
1581,BMW,1.8,Petrol,Manual,231329,New,52264.4,5 Series,4
1582,Audi,1.3,Electric,Manual,57732,New,94733.24,Q5,2
1583,BMW,4.6,Electric,Automatic,51921,Used,47196.4,X5,7
1584,Honda,3.4,Hybrid,Manual,117734,New,67848.63,Fit,21
1585,Honda,5.2,Petrol,Manual,137912,Like New,70415.4,Fit,19
1586,Toyota,2.9,Hybrid,Manual,31440,Used,87800.17,Corolla,5
1587,Tesla,1.8,Hybrid,Automatic,35183,Like New,8213.02,Model Y,18
1588,Audi,5.2,Petrol,Manual,133461,New,43411.36,A4,21
1589,BMW,3.7,Diesel,Automatic,114515,Like New,79549.84,3 Series,9
1590,Ford,1.9,Petrol,Automatic,220533,New,82412.37,Mustang,21
1591,Honda,4.6,Electric,Automatic,115503,New,93096.6,CR-V,22
1592,Tesla,3.6,Petrol,Manual,39023,New,71765.46,Model 3,4
1593,Honda,4.0,Diesel,Automatic,181101,Like New,28289.62,CR-V,7
1594,Ford,3.3,Hybrid,Automatic,218031,New,53038.25,Explorer,5
1595,Tesla,5.1,Hybrid,Manual,76054,Used,8072.8,Model 3,24
1596,Tesla,5.1,Electric,Automatic,61742,New,66458.19,Model 3,15
1597,BMW,4.5,Electric,Automatic,45215,Used,57658.05,X3,4
1598,BMW,1.5,Electric,Manual,159245,Used,68349.45,3 Series,13
1599,Audi,5.2,Hybrid,Manual,241443,Used,93363.35,A3,11
1600,Audi,4.4,Electric,Automatic,103591,Used,70291.28,Q5,14
1601,Mercedes,4.5,Petrol,Manual,249045,Like New,35442.74,GLC,4
1602,Mercedes,2.8,Hybrid,Manual,46229,Used,23879.98,C-Class,5
1603,Toyota,5.4,Diesel,Manual,62583,New,86190.44,Camry,4
1604,Honda,4.6,Hybrid,Automatic,255931,Used,23461.55,Fit,15
1605,Audi,1.6,Petrol,Automatic,159996,New,20352.91,A3,19
1606,BMW,3.0,Petrol,Manual,126011,Like New,24628.15,3 Series,21
1607,Ford,5.4,Electric,Automatic,292248,Used,53339.88,Explorer,9
1608,BMW,1.2,Hybrid,Manual,240660,New,16797.81,5 Series,2
1609,Honda,5.8,Hybrid,Manual,299738,Like New,94121.24,CR-V,6
1610,Mercedes,4.4,Hybrid,Manual,265808,Like New,96794.1,C-Class,17
1611,BMW,4.2,Diesel,Manual,272672,New,97511.18,X3,12
1612,Toyota,2.4,Electric,Manual,159262,Used,8716.86,Corolla,14
1613,Honda,2.2,Petrol,Automatic,197105,Like New,94888.77,Civic,20
1614,Mercedes,5.7,Petrol,Automatic,204249,New,99754.42,E-Class,9
1615,Ford,2.5,Electric,Automatic,128404,Used,94530.77,Explorer,7
1616,Mercedes,4.9,Petrol,Automatic,201664,Like New,68739.2,GLA,7
1617,Tesla,3.0,Petrol,Manual,295043,New,71616.86,Model Y,10
1618,Toyota,1.7,Electric,Manual,17241,Like New,16614.03,Corolla,14
1619,Honda,1.1,Petrol,Automatic,63472,Like New,88058.22,CR-V,14
1620,Ford,3.7,Hybrid,Automatic,205320,New,10665.76,Mustang,6
1621,Toyota,5.9,Diesel,Manual,31346,Like New,35184.4,RAV4,20
1622,Mercedes,2.8,Electric,Manual,81196,New,99159.41,E-Class,3
1623,Toyota,2.8,Diesel,Manual,208196,Used,45121.15,Corolla,22
1624,Honda,2.7,Petrol,Automatic,149014,New,17459.84,Fit,20
1625,Audi,3.6,Petrol,Manual,298517,Used,97082.99,A3,15
1626,Toyota,3.2,Hybrid,Manual,120623,Like New,98493.27,RAV4,25
1627,Tesla,5.4,Electric,Automatic,2016,New,22769.06,Model S,2
1628,Toyota,3.5,Petrol,Automatic,7274,New,87156.36,Camry,3
1629,Mercedes,3.5,Electric,Automatic,15748,New,42090.22,GLC,11
1630,Mercedes,1.7,Electric,Manual,11826,New,41230.0,C-Class,15
1631,Ford,5.9,Electric,Manual,129288,Used,29956.28,Mustang,7
1632,Mercedes,2.2,Electric,Automatic,201081,Used,9247.48,E-Class,8
1633,BMW,1.4,Electric,Manual,251054,Like New,30460.85,5 Series,9
1634,Honda,4.3,Diesel,Manual,172507,Like New,10108.81,Fit,7
1635,Honda,4.0,Hybrid,Manual,206089,Like New,92815.34,Fit,5
1636,Audi,3.1,Electric,Automatic,223023,Like New,67863.46,Q7,12
1637,Audi,3.1,Diesel,Automatic,192949,New,89229.15,Q7,8
1638,Honda,4.9,Petrol,Manual,69072,Used,73142.61,Accord,7
1639,Tesla,2.0,Electric,Manual,67309,Used,17472.25,Model S,11
1640,Audi,5.1,Petrol,Manual,160966,Used,94355.25,Q7,11
1641,Ford,4.2,Electric,Manual,185639,Used,90489.84,Fiesta,22
1642,Mercedes,3.1,Diesel,Automatic,35326,Like New,38067.23,GLA,19
1643,Honda,3.3,Diesel,Automatic,186131,New,15595.67,CR-V,13
1644,Audi,2.3,Diesel,Manual,267223,Used,71894.7,Q5,23
1645,Honda,4.8,Hybrid,Manual,87340,New,74194.32,CR-V,10
1646,BMW,3.6,Petrol,Automatic,167364,New,90198.76,3 Series,17
1647,Toyota,2.6,Hybrid,Manual,118192,New,10002.3,RAV4,18
1648,Mercedes,4.0,Electric,Automatic,251749,New,18461.86,GLC,6
1649,Honda,6.0,Petrol,Manual,51818,Used,61833.64,Civic,13
1650,Toyota,3.2,Diesel,Automatic,13429,Used,63817.5,RAV4,9
1651,Audi,5.6,Petrol,Manual,57748,Used,8192.92,Q5,9
1652,Toyota,2.7,Diesel,Manual,48807,Like New,42708.54,RAV4,9
1653,Mercedes,1.3,Hybrid,Automatic,269284,Used,60495.36,GLA,25
1654,Honda,2.0,Hybrid,Automatic,238161,Like New,75101.58,Fit,18
1655,BMW,3.1,Diesel,Manual,290669,Like New,35034.32,X5,7
1656,Tesla,2.1,Diesel,Manual,282635,Like New,50970.83,Model X,20
1657,Audi,1.0,Electric,Automatic,199888,Used,82335.21,A4,23
1658,Honda,5.6,Hybrid,Automatic,166052,Used,95620.03,Civic,21
1659,Mercedes,5.2,Hybrid,Manual,226597,Used,26879.89,C-Class,13
1660,Audi,4.7,Electric,Manual,8078,Like New,29039.01,A4,11
1661,Ford,1.8,Hybrid,Automatic,91654,Like New,94282.73,Mustang,12
1662,Toyota,1.6,Diesel,Automatic,129101,New,42611.56,RAV4,3
1663,Tesla,1.3,Petrol,Automatic,16997,Like New,73243.09,Model 3,10
1664,Mercedes,4.6,Petrol,Automatic,131940,Like New,63165.2,C-Class,8
1665,Ford,5.6,Hybrid,Automatic,212650,Used,32130.83,Fiesta,4
1666,Honda,3.2,Electric,Manual,283390,New,67088.41,CR-V,4
1667,BMW,1.6,Diesel,Manual,151633,New,67278.76,X5,15
1668,Audi,3.6,Petrol,Automatic,34512,New,61282.1,A4,23
1669,Toyota,2.7,Diesel,Manual,225226,Used,14467.78,Prius,4
1670,Audi,2.9,Hybrid,Manual,208467,New,99541.32,A3,16
1671,Tesla,4.1,Hybrid,Automatic,72144,New,43039.56,Model X,16
1672,Honda,4.6,Petrol,Manual,173557,Used,65633.84,CR-V,5
1673,Audi,1.6,Hybrid,Manual,117363,New,89147.36,A4,10
1674,Toyota,1.2,Electric,Manual,201484,Like New,45212.41,Prius,14
1675,Honda,6.0,Hybrid,Automatic,181675,Like New,78522.88,CR-V,24
1676,Audi,2.2,Hybrid,Automatic,152110,Like New,97323.32,A3,17
1677,BMW,1.3,Hybrid,Manual,93542,Like New,39098.8,5 Series,2
1678,Mercedes,1.9,Diesel,Manual,276469,Like New,43500.61,C-Class,23
1679,Honda,1.2,Diesel,Manual,166964,Like New,91029.73,Accord,2
1680,Mercedes,3.0,Petrol,Manual,149068,Like New,20166.07,GLA,11
1681,Honda,5.0,Petrol,Manual,205355,Like New,7716.51,Civic,23
1682,BMW,2.7,Petrol,Manual,116737,Like New,91344.46,3 Series,7
1683,Mercedes,3.2,Hybrid,Automatic,262968,Used,83051.2,GLC,8
1684,Ford,4.4,Diesel,Manual,240417,Used,97395.39,Explorer,18
1685,Toyota,3.5,Electric,Manual,117718,Like New,10532.59,RAV4,9
1686,Ford,5.3,Hybrid,Automatic,273661,Used,19836.85,Mustang,18
1687,Audi,5.3,Hybrid,Manual,152755,Used,15004.69,A4,19
1688,BMW,1.0,Hybrid,Manual,207791,Like New,69924.53,X3,19
1689,Ford,4.9,Electric,Manual,249120,Like New,62570.96,Mustang,23
1690,Honda,3.3,Petrol,Manual,254322,Used,39136.84,Civic,25
1691,Audi,5.9,Electric,Automatic,209485,Like New,10455.23,A3,22
1692,Audi,3.4,Petrol,Manual,272126,Like New,65767.89,A3,21
1693,Ford,5.9,Electric,Automatic,145711,Like New,59161.45,Fiesta,25
1694,Ford,4.8,Diesel,Manual,70210,Like New,15725.81,Focus,11
1695,BMW,2.2,Hybrid,Manual,69852,Used,91346.42,X5,21
1696,Toyota,3.7,Hybrid,Automatic,255139,New,23900.22,Corolla,13
1697,Ford,6.0,Hybrid,Manual,9695,Used,75633.37,Mustang,18
1698,Tesla,5.3,Petrol,Automatic,48582,New,89082.21,Model X,18
1699,Ford,1.5,Electric,Automatic,293238,New,60050.12,Mustang,21
1700,Mercedes,4.5,Diesel,Automatic,191707,New,28450.65,E-Class,17
1701,Honda,2.7,Electric,Manual,284331,Used,34378.61,Civic,25
1702,Tesla,1.0,Hybrid,Manual,128721,Used,89146.02,Model S,22
1703,Tesla,3.0,Diesel,Manual,106683,Used,33334.43,Model X,23
1704,Mercedes,2.2,Diesel,Manual,263358,Used,75888.1,GLA,24
1705,Mercedes,5.1,Hybrid,Automatic,286084,Used,99065.7,GLC,18
1706,Audi,2.7,Electric,Manual,44406,New,99982.59,A3,3
1707,Toyota,5.1,Hybrid,Manual,147049,Used,55680.58,Corolla,17
1708,Honda,1.0,Electric,Automatic,235994,New,83522.8,Fit,24
1709,BMW,2.5,Diesel,Automatic,187313,Used,99073.74,5 Series,12
1710,Tesla,2.2,Diesel,Manual,204573,Used,40593.92,Model 3,12
1711,BMW,2.2,Hybrid,Automatic,206205,Like New,28978.91,X5,22
1712,Ford,1.3,Diesel,Automatic,60481,New,15852.17,Explorer,20
1713,Ford,1.9,Petrol,Automatic,238084,Used,18385.47,Mustang,15
1714,BMW,3.8,Diesel,Automatic,289884,Used,86087.85,X3,23
1715,Ford,2.5,Petrol,Automatic,274025,Used,60928.69,Explorer,18
1716,Toyota,3.1,Diesel,Manual,299140,Like New,88002.37,Camry,23
1717,Mercedes,2.9,Hybrid,Manual,163249,New,79998.23,E-Class,12
1718,Ford,5.4,Hybrid,Manual,122196,Used,69005.74,Focus,13
1719,Audi,5.5,Petrol,Manual,37177,Used,62884.66,A4,13
1720,Ford,3.5,Hybrid,Manual,66126,Used,9592.2,Mustang,24
1721,Honda,2.7,Diesel,Manual,26119,Like New,87866.14,Fit,13
1722,Toyota,1.5,Diesel,Manual,117744,Used,44695.0,Corolla,7
1723,Honda,5.8,Hybrid,Automatic,116894,New,58179.75,CR-V,20
1724,Honda,1.3,Diesel,Manual,158987,New,7085.58,Accord,10
1725,Audi,2.5,Electric,Manual,44989,New,93926.98,A4,24
1726,Toyota,2.5,Electric,Manual,284250,New,90760.34,RAV4,18
1727,Toyota,2.6,Diesel,Automatic,279275,Used,56611.41,Prius,9
1728,Toyota,1.8,Hybrid,Manual,6553,Like New,59844.61,Corolla,3
1729,Toyota,4.9,Petrol,Manual,17881,Like New,71976.64,Prius,24
1730,Toyota,1.6,Hybrid,Automatic,1379,Like New,30146.02,Prius,16
1731,Audi,4.2,Petrol,Manual,69306,Used,26081.98,A4,10
1732,Ford,1.6,Hybrid,Manual,243825,Like New,69032.18,Focus,20
1733,Honda,1.4,Diesel,Automatic,104512,New,14920.13,Civic,24
1734,Toyota,5.5,Electric,Manual,278494,Used,48135.89,RAV4,24
1735,Tesla,2.0,Hybrid,Automatic,99599,Like New,51812.24,Model S,13
1736,Ford,5.1,Petrol,Manual,81397,New,41227.01,Fiesta,2
1737,Ford,3.7,Electric,Manual,17769,New,22600.48,Explorer,11
1738,Honda,1.4,Petrol,Manual,178321,Used,38755.05,Accord,24
1739,Audi,5.8,Diesel,Automatic,101584,Used,37067.94,Q5,19
1740,BMW,2.2,Electric,Automatic,133858,Like New,52430.24,5 Series,23
1741,BMW,5.3,Petrol,Automatic,231609,Like New,69094.68,3 Series,18
1742,Ford,1.8,Hybrid,Manual,126525,Like New,96982.34,Fiesta,3
1743,Mercedes,5.3,Diesel,Manual,36303,Used,18695.51,E-Class,12
1744,Mercedes,1.1,Diesel,Automatic,19589,Like New,87936.63,C-Class,2
1745,Honda,3.6,Diesel,Automatic,265026,Like New,31996.91,Accord,3
1746,BMW,4.8,Hybrid,Manual,180394,New,61180.41,X5,4
1747,Ford,5.7,Hybrid,Manual,129236,New,56940.01,Mustang,19
1748,Audi,5.5,Electric,Manual,271889,New,57910.1,A3,5
1749,BMW,5.1,Hybrid,Manual,15861,Like New,73719.07,3 Series,19
1750,Ford,5.4,Electric,Automatic,91707,Used,41260.39,Mustang,25
1751,Ford,2.0,Diesel,Manual,255043,New,35314.5,Mustang,9
1752,Toyota,2.4,Electric,Manual,133909,Used,86019.28,Camry,17
1753,Audi,2.4,Petrol,Manual,54380,Like New,25909.03,A4,5
1754,Toyota,2.9,Diesel,Manual,105025,Like New,22123.37,Corolla,13
1755,Honda,3.0,Diesel,Manual,180903,New,6482.71,Civic,5
1756,Toyota,3.7,Electric,Manual,220421,Used,25004.89,Corolla,7
1757,Tesla,1.8,Diesel,Manual,244497,New,54260.49,Model 3,5
1758,Toyota,4.5,Hybrid,Automatic,160592,Like New,56158.34,Camry,7
1759,Tesla,1.8,Petrol,Automatic,44397,Used,29169.95,Model S,4
1760,BMW,2.6,Electric,Automatic,277132,New,11866.05,5 Series,9
1761,Mercedes,3.5,Electric,Manual,158795,Like New,75740.88,GLC,3
1762,Ford,5.0,Diesel,Automatic,33800,New,77007.66,Fiesta,3
1763,Tesla,4.7,Hybrid,Manual,158502,Used,99794.46,Model 3,16
1764,Audi,4.2,Diesel,Manual,199548,Used,90502.81,Q7,16
1765,Toyota,1.8,Diesel,Manual,257653,Used,92975.9,Camry,22
1766,Tesla,3.7,Electric,Manual,52284,Used,80829.36,Model 3,18
1767,Audi,1.4,Diesel,Automatic,56232,Used,63472.77,A4,4
1768,Mercedes,2.9,Petrol,Manual,44420,New,17211.87,E-Class,6
1769,Mercedes,3.1,Diesel,Manual,299854,New,64119.76,GLA,6
1770,Toyota,1.2,Diesel,Automatic,92035,New,10315.81,Camry,8
1771,Honda,2.4,Electric,Automatic,293427,New,89103.42,CR-V,12
1772,Toyota,5.8,Diesel,Automatic,197241,Like New,50773.03,Corolla,8
1773,BMW,5.8,Hybrid,Manual,193529,Like New,71259.92,3 Series,12
1774,Tesla,2.8,Electric,Automatic,249863,New,9963.15,Model X,6
1775,Ford,1.2,Diesel,Manual,25968,Like New,55753.6,Explorer,5
1776,Honda,1.9,Petrol,Manual,62508,Like New,33620.02,Fit,2
1777,Toyota,3.0,Petrol,Automatic,235863,Used,32071.99,Camry,11
1778,Audi,5.7,Electric,Automatic,194292,New,42017.31,Q7,4
1779,Honda,1.7,Electric,Automatic,85366,Like New,5060.75,Accord,22
1780,Tesla,4.8,Diesel,Manual,5738,Like New,49332.78,Model 3,13
1781,Honda,1.5,Hybrid,Manual,3098,New,51223.83,Civic,3
1782,Tesla,5.9,Diesel,Manual,95424,Used,86997.44,Model X,18
1783,Toyota,2.9,Petrol,Manual,204705,New,47609.93,Prius,8
1784,Tesla,4.9,Hybrid,Manual,78672,Used,39537.85,Model X,14
1785,Honda,2.7,Hybrid,Manual,139325,Like New,99500.97,Civic,3
1786,Audi,4.1,Hybrid,Automatic,125349,Used,59265.27,Q7,12
1787,Mercedes,2.0,Diesel,Manual,50969,Used,49898.25,GLA,24
1788,Honda,1.7,Petrol,Automatic,90744,New,52113.9,Fit,8
1789,Tesla,5.7,Electric,Automatic,201495,Like New,81872.22,Model 3,2
1790,Mercedes,5.6,Diesel,Automatic,117286,New,37364.26,C-Class,24
1791,Tesla,5.4,Electric,Automatic,75028,New,41970.24,Model 3,15
1792,Audi,4.1,Hybrid,Automatic,297565,Like New,76807.97,A3,17
1793,Tesla,5.0,Hybrid,Manual,38575,New,11933.46,Model 3,14
1794,Toyota,1.3,Diesel,Manual,3192,New,87191.07,RAV4,9
1795,Ford,2.7,Petrol,Manual,111116,Used,45869.26,Fiesta,11
1796,Honda,2.6,Hybrid,Manual,81311,New,60222.83,Fit,9
1797,Ford,4.2,Electric,Automatic,80781,Like New,76960.24,Fiesta,8
1798,Tesla,2.8,Electric,Automatic,36527,New,30274.93,Model Y,4
1799,Audi,1.7,Diesel,Automatic,52181,Used,89579.85,A4,20
1800,Honda,4.0,Electric,Manual,91472,New,98026.37,Accord,9
1801,Tesla,5.1,Petrol,Manual,81219,New,51956.06,Model Y,3
1802,Mercedes,2.9,Hybrid,Manual,119783,New,94009.05,E-Class,2
1803,BMW,1.7,Electric,Manual,161554,Used,5107.22,X5,8
1804,Tesla,2.0,Electric,Automatic,179300,Like New,89952.59,Model Y,18
1805,Ford,2.2,Hybrid,Automatic,83265,Like New,34549.31,Fiesta,17
1806,Honda,2.5,Diesel,Manual,50126,Used,34592.07,Civic,20
1807,Ford,4.2,Electric,Manual,282689,Used,26668.44,Explorer,21
1808,Honda,4.0,Diesel,Automatic,55114,New,35116.32,CR-V,14
1809,Tesla,4.5,Diesel,Automatic,206422,Like New,25281.04,Model X,15
1810,Toyota,2.8,Electric,Automatic,188873,Used,91057.57,Corolla,25
1811,Mercedes,5.1,Petrol,Automatic,276034,Like New,90407.25,GLC,15
1812,Tesla,2.0,Diesel,Manual,121284,New,14710.07,Model S,7
1813,Ford,3.3,Electric,Automatic,194469,Used,18571.55,Fiesta,17
1814,BMW,5.0,Diesel,Automatic,142290,Like New,86891.77,5 Series,24
1815,BMW,1.9,Hybrid,Automatic,88241,Like New,42899.09,X3,14
1816,Audi,1.5,Petrol,Automatic,296866,New,21080.81,Q7,22
1817,Honda,5.4,Petrol,Manual,182615,Used,53513.59,CR-V,22
1818,Ford,2.7,Hybrid,Manual,30921,Like New,44583.46,Fiesta,8
1819,Audi,4.4,Hybrid,Manual,161686,New,25820.35,A3,11
1820,Ford,1.1,Diesel,Manual,192261,Like New,73471.46,Focus,7
1821,Honda,4.5,Hybrid,Manual,17601,New,64972.48,Fit,13
1822,Tesla,2.6,Petrol,Manual,93332,Like New,14467.85,Model X,7
1823,Tesla,1.3,Hybrid,Automatic,202615,Like New,92911.74,Model 3,9
1824,BMW,4.0,Electric,Automatic,235572,New,58054.65,5 Series,20
1825,Tesla,2.2,Electric,Automatic,290144,Used,28769.43,Model X,10
1826,Tesla,2.9,Diesel,Automatic,130439,New,24597.72,Model 3,2
1827,Toyota,1.4,Petrol,Manual,239691,Used,17915.06,RAV4,14
1828,BMW,1.7,Electric,Automatic,119277,Like New,45340.55,X5,7
1829,Audi,2.5,Hybrid,Manual,292527,Like New,17876.4,A3,21
1830,Mercedes,1.4,Electric,Automatic,142857,New,44502.56,GLA,9
1831,Toyota,5.6,Electric,Automatic,40910,New,19133.19,Prius,3
1832,Audi,1.0,Diesel,Automatic,170100,Used,67396.71,Q5,25
1833,Honda,3.4,Hybrid,Manual,155927,Used,79597.99,Accord,2
1834,Toyota,1.6,Hybrid,Automatic,286425,Used,57204.66,Camry,3
1835,Audi,2.5,Hybrid,Manual,4841,New,69605.4,A4,16
1836,Honda,5.6,Diesel,Manual,97204,Like New,94145.98,Fit,11
1837,BMW,1.8,Hybrid,Automatic,60155,New,65645.3,3 Series,3
1838,Mercedes,5.8,Hybrid,Manual,259589,Like New,39595.03,E-Class,5
1839,Honda,2.0,Electric,Manual,261140,New,47700.62,Civic,5
